name,osmid,highway,oneway,length,bridge,geometry,maxspeed,lanes,ref,junction,tunnel,access,u,v,key,list?,detid
G.J. de Jonghweg,"[66676464, 669324674, 48377502]","['tertiary', 'residential']",True,221.574,,"LINESTRING (4.4629033 51.9096101, 4.4627592 51.9096403, 4.462021 51.909795, 4.461555 51.909885, 4.461464 51.9099034, 4.4609477 51.9100046, 4.4606108 51.9100804, 4.4602385 51.9102709, 4.4601473 51.9103144, 4.4600888 51.9103424, 4.459975 51.9103936)",50,,,,,,2672282304,614472126,0,False,
"['Academiestraat', 'Academieplein']","[628756768, 530334599, 530334600, 7515403, 7515380, 858863415]",residential,False,350.13200000000006,,"LINESTRING (4.4629033 51.9096101, 4.4638848 51.909876, 4.4635358 51.910362, 4.4632419 51.9107871, 4.4631761 51.9108822, 4.4631234 51.9109045, 4.4630575 51.9109022, 4.4619169 51.9105712, 4.4619008 51.9105925, 4.46184 51.9106738, 4.4616178 51.910981, 4.46158 51.9110609)",,,,,,,2672282304,44355366,0,True,
Bilderdijkstraat,7531361,residential,False,142.552,,"LINESTRING (4.4320569 51.9174241, 4.4319089 51.9174349, 4.4299928 51.9175747)",,,,,,,44387011,44387958,0,False,
Bilderdijkstraat,7531361,residential,False,240.48100000000002,,"LINESTRING (4.4320569 51.9174241, 4.4321539 51.9174163, 4.4334635 51.9173232, 4.4336588 51.91731, 4.4343048 51.9172609, 4.4349337 51.9172118, 4.4354082 51.9171786, 4.4355388 51.9171695)",,,,,,,44387011,3465236780,0,False,
Van Lennepstraat,7531384,residential,False,58.044000000000004,,"LINESTRING (4.4320569 51.9174241, 4.4321411 51.9178764, 4.4321534 51.9179427)",30,,,,,,44387011,44389313,0,False,
Van Lennepstraat,7531384,residential,False,60.776,,"LINESTRING (4.4320569 51.9174241, 4.4319943 51.9169558, 4.4319883 51.9168792)",30,,,,,,44387011,44383512,0,False,
Putselaan,7513551,residential,False,63.141999999999996,,"LINESTRING (4.4961237 51.8981668, 4.4968687 51.8978794, 4.496884 51.8978555)",,2,,,,,863390405,44298375,0,False,
Nicolaas Beetsstraat,7531458,residential,False,89.599,,"LINESTRING (4.4402341 51.9174609, 4.43942 51.9180911)",,,,,,,44387013,44389597,0,False,
Wallisweg,7530215,residential,True,113.05000000000001,,"LINESTRING (4.4402341 51.9174609, 4.4404521 51.9175667, 4.4404895 51.9175851, 4.4407446 51.9177135, 4.4415156 51.9181003)",,,,,,,44387013,44389831,0,False,
Nicolaas Beetsstraat,7531458,residential,False,64.845,,"LINESTRING (4.4402341 51.9174609, 4.4406692 51.9171184, 4.4406747 51.9171141, 4.4408148 51.9170007)",,,,,,,44387013,791025539,0,False,
Notenhagen,161587562,residential,False,28.149,,"LINESTRING (4.5583108 51.8855874, 4.5583882 51.885836)",,,,,,,733973200,44237553,0,False,
Notenhagen,161587562,residential,False,54.092,,"LINESTRING (4.5583108 51.8855874, 4.5581106 51.8851169)",,,,,,,733973200,44234328,0,False,
Backershagen,25764872,residential,False,182.101,,"LINESTRING (4.5583108 51.8855874, 4.5588547 51.885499, 4.5591342 51.8855253, 4.5592731 51.8855381, 4.5596783 51.8856032, 4.5605492 51.8857327, 4.5608936 51.8857808)",,,,,,,733973200,280992682,0,False,GRT02_MORO_1825_2_1
Overschiese Kleiweg,586927515,unclassified,True,16.511,,"LINESTRING (4.4586348 51.9418663, 4.4586769 51.9420125)",30,,,,,,1461930704,670388792,0,False,
Dwarskleiweg,"[586927518, 7526582]",tertiary,True,118.157,,"LINESTRING (4.4586348 51.9418663, 4.45873 51.9418412, 4.459099 51.9417464, 4.4592632 51.9417262, 4.4596077 51.9417152, 4.4603157 51.9417187)",50,2,,,,,1461930704,5607109183,0,False,
's-Gravendijkwal,7515393,residential,False,155.20100000000002,,"LINESTRING (4.4630927 51.9174444, 4.4634889 51.9174224, 4.4635985 51.9173752, 4.4636205 51.917298, 4.4635168 51.9167174, 4.4634808 51.9166355, 4.4633448 51.9165984, 4.4629738 51.9165944)",,,,,,,44387025,44382250,0,False,
's-Gravendijkwal,"[224160843, 403090783]",residential,True,82.58099999999999,,"LINESTRING (4.4630927 51.9174444, 4.4632019 51.9180507, 4.4631461 51.9181788)",50,,,,,,44387025,622670876,0,False,
Hoflaan,464381495,residential,True,5.561,,"LINESTRING (4.5141787 51.9200118, 4.5141172 51.9199792)",30,,,,,,4140632790,44397842,0,False,
Dordtselaan,72716352,secondary,True,26.018,,"LINESTRING (4.4950581 51.8971217, 4.4954059 51.8972149)",50,1,S120,,,,863390425,44295314,0,False,
Dordtselaan,7513693,secondary,True,37.091,,"LINESTRING (4.4950581 51.8971217, 4.4950108 51.8970431, 4.4949812 51.8969976, 4.4948784 51.8968072)",50,2,S122,,,,863390425,44293146,0,False,
Provenierssingel,691656429,residential,True,126.684,,"LINESTRING (4.4722934 51.9274657, 4.472666 51.9276561, 4.4730987 51.9278889, 4.4733046 51.9280082, 4.4734633 51.9281069, 4.4736193 51.9281883, 4.4736742 51.9282217)",,,,,,,6490786522,44438277,0,False,
Prinsenlaan,60676447,tertiary,True,57.324999999999996,,"LINESTRING (4.5397359 51.9380488, 4.5398811 51.9380715, 4.5405317 51.9382064)",50,,,,,,599116509,759531921,0,False,
,737961456,tertiary,True,8.091999999999999,,"LINESTRING (4.5397359 51.9380488, 4.539733 51.9380852, 4.5397051 51.9381172)",50,,,roundabout,,,599116509,44492772,0,False,
Schiedamse Vest,7523217,residential,False,125.40299999999999,,"LINESTRING (4.4798278 51.9174262, 4.4798389 51.9174004, 4.4798543 51.9173643, 4.479924 51.9170817, 4.4799338 51.9169671, 4.4799304 51.916413, 4.4799258 51.916304)",,,,,,,44387040,44381276,0,False,
Westblaak,7523382,secondary_link,True,105.797,,"LINESTRING (4.4798278 51.9174262, 4.4806819 51.9175609, 4.4808481 51.9175865, 4.4808994 51.9175965, 4.4810284 51.9176291, 4.4811916 51.9176767, 4.4812347 51.9176892, 4.4812965 51.9177072)",50,3,,,,,44387040,6238815744,0,False,
Blijdorpplein,420478163,tertiary,True,9.644,,"LINESTRING (4.4396086 51.9277942, 4.4396138 51.9278229, 4.4396069 51.9278515, 4.4395884 51.9278781)",50,,,roundabout,,,44436199,44436677,0,False,
Dirk Danestraat,52703964,residential,False,16.276,,"LINESTRING (4.4338802 51.9142468, 4.4336901 51.9143344)",,,,,,,44370663,3467955953,0,False,
Dirk Danestraat,7517490,residential,True,27.051000000000002,,"LINESTRING (4.4338802 51.9142468, 4.4341118 51.9141349, 4.4341907 51.9140968)",30,,,,,,44370663,44369974,0,False,
Mathenesserdijk,7517579,residential,True,156.804,,"LINESTRING (4.4338802 51.9142468, 4.4349716 51.9151664, 4.4350131 51.915203, 4.4352437 51.9153784)",,,,,,,44370663,587759183,0,False,
Rijnhaven Zuidzijde,493666828,unclassified,True,7.393000000000001,,"LINESTRING (4.4963392 51.9032772, 4.4964138 51.9032873, 4.496445 51.9032852)",50,2,,,,,863390442,44322256,0,False,
Oostmaaslaan,7319867,residential,True,69.414,,"LINESTRING (4.5153 51.9174, 4.5150442 51.9174585, 4.5149062 51.91749, 4.514602 51.9175591, 4.5145865 51.9175626, 4.5143496 51.9176146)",,,,,,,44387052,44387527,0,False,
Oostmaaslaan,7319869,residential,False,149.69600000000003,,"LINESTRING (4.5153 51.9174, 4.5157036 51.9172586, 4.5158108 51.9172211, 4.5161275 51.9171536, 4.5164788 51.9170748, 4.5165396 51.9170613, 4.5168578 51.9169958, 4.517022 51.9169626, 4.5173174 51.9168979)",,,,,,,44387052,1095033687,0,False,
Ahoyweg,7512547,residential,False,17.555,,"LINESTRING (4.4828821 51.8831401, 4.483 51.883)",,,,,,,44223212,44222702,0,False,
Zuiderparkweg,7512761,residential,False,26.669,,"LINESTRING (4.4828821 51.8831401, 4.4826568 51.8833355)",,,,,,,44223212,44224352,0,False,
Zuiderparkweg,"[150539866, 7512747, 7512748, 7512759]",secondary,True,341.73199999999997,yes,"LINESTRING (4.4828821 51.8831401, 4.4836737 51.883504, 4.4841771 51.8837168, 4.4845074 51.8838461, 4.484754 51.8839332, 4.4851097 51.8840477, 4.4855768 51.8841847, 4.4859084 51.8842566, 4.4861184 51.8843037, 4.4863343 51.8843281, 4.4866498 51.8843669, 4.4868607 51.8843836, 4.4869778 51.8843923, 4.4873177 51.8844131)",50,2,S121,,,,44223212,44229974,0,False,
Chopinstraat,7311914,unclassified,False,87.238,,"LINESTRING (4.5568617 51.9174038, 4.5566185 51.9174335, 4.5563783 51.9174279, 4.5561952 51.9174113, 4.556048 51.9173835, 4.5558799 51.9173335, 4.5556817 51.9172316)",,,,,,,44387059,44385760,0,False,
Tsjaikovskistraat,7311999,unclassified,False,133.839,,"LINESTRING (4.5568617 51.9174038, 4.5569938 51.9173575, 4.5572235 51.9172746, 4.5574303 51.9172211, 4.5576934 51.9171872, 4.5579246 51.9171853, 4.5581738 51.9172205, 4.558381 51.9172631, 4.5586512 51.9173853)",,,,,,,44387059,44387062,0,False,
Tsjaikovskistraat,7311999,unclassified,False,79.013,,"LINESTRING (4.5568617 51.9174038, 4.5568317 51.9174724, 4.5567815 51.9175167, 4.5566996 51.917589, 4.5566666 51.9176928, 4.5566606 51.9177668, 4.5566703 51.9177808, 4.5567056 51.9178316, 4.5568 51.9179, 4.5569008 51.9179409, 4.5570299 51.9179631)",,,,,,,44387059,44389615,0,False,
Bruinissestraat,7515830,residential,False,18.508,,"LINESTRING (4.4690388 51.8785175, 4.4690153 51.8784386, 4.46899 51.8783538)",30,,,,,,7728827124,44199498,0,False,
Oldegaarde,88447138,secondary,True,85.55499999999999,,"LINESTRING (4.4690388 51.8785175, 4.4700697 51.8784011, 4.4702648 51.878379)",50,2,S124,,,,7728827124,726798416,0,False,
Lentewei,7511984,residential,True,52.288,,"LINESTRING (4.5009924 51.8830652, 4.5004183 51.8827561)",30,,,,,,44223221,44221742,0,False,
Bloemenlaan,7512101,residential,False,19.762,,"LINESTRING (4.5009924 51.8830652, 4.500798 51.8831963)",30,,,,,,44223221,44224359,0,False,
Tsjaikovskistraat,7311999,unclassified,False,33.20399999999999,,"LINESTRING (4.5586512 51.9173853, 4.5588044 51.9175076, 4.5589125 51.9176353)",,,,,,,44387062,44388012,0,False,
Tsjaikovskistraat,7311999,unclassified,False,133.839,,"LINESTRING (4.5586512 51.9173853, 4.558381 51.9172631, 4.5581738 51.9172205, 4.5579246 51.9171853, 4.5576934 51.9171872, 4.5574303 51.9172211, 4.5572235 51.9172746, 4.5569938 51.9173575, 4.5568617 51.9174038)",,,,,,,44387062,44387059,0,False,
Tsjaikovskistraat,"[320090160, 71755695]",unclassified,False,76.305,,"LINESTRING (4.5586512 51.9173853, 4.5589 51.9173, 4.5590561 51.9172945, 4.5595607 51.9172766, 4.5596074 51.9172753, 4.5597266 51.9172714)",,,,,,,44387062,44386071,0,False,
Doklaan,59311814,secondary,True,139.239,,"LINESTRING (4.4734918 51.8936719, 4.4736126 51.8935942, 4.4737019 51.8935424, 4.4738277 51.8934751, 4.4738947 51.8934452, 4.4739303 51.8934312, 4.4739792 51.893412, 4.4741206 51.8933599, 4.4742677 51.8933192, 4.4743891 51.893298, 4.4746029 51.8932596, 4.4748395 51.8932282, 4.4751972 51.8931871, 4.4752988 51.8931808)",50,1,S101,,,,4800957176,1559839176,0,False,
Doklaan,496269633,secondary,False,327.825,,"LINESTRING (4.4734918 51.8936719, 4.4728896 51.8939181, 4.4722981 51.8941544, 4.4722109 51.8941879, 4.4717953 51.8943477, 4.4717721 51.8943572, 4.4715072 51.8944745, 4.471328 51.8945623, 4.4711213 51.8946713, 4.4709232 51.8947768, 4.4704213 51.8950426, 4.4701388 51.8952026, 4.4698547 51.8953625, 4.469692 51.8954468)",50,2,S101,,,,4800957176,4800564309,0,False,
Schepenstraat,7526855,residential,False,66.782,,"LINESTRING (4.4639 51.9278, 4.4632161 51.9273724)",30,,,,,,44436218,44433337,0,False,
Schepenstraat,7526934,residential,False,130.353,,"LINESTRING (4.4639 51.9278, 4.464 51.9279, 4.4650502 51.9287326)",30,,,,,,44436218,44440669,0,False,
Enk,58671635,residential,True,56.348,,"LINESTRING (4.5129994 51.8830864, 4.5137684 51.8832638)",30,,,,,,44223226,44224361,0,False,
Jacob Loisstraat,7525770,residential,False,14.148,,"LINESTRING (4.4687525 51.9279049, 4.4689348 51.9279645)",30,,,,,,44436220,44436703,0,False,
Jacob Loisstraat,7525770,residential,False,54.779,,"LINESTRING (4.4687525 51.9279049, 4.468039 51.9276833)",30,,,,,,44436220,44435630,0,False,
Rijsoordstraat,7512451,residential,True,60.254999999999995,,"LINESTRING (4.4921014 51.8911961, 4.4924115 51.890979, 4.4926126 51.8908542, 4.4927 51.8908)",30,,,,,,4804266747,44264186,0,False,
Borselaarstraat,7514281,residential,True,7.41,,"LINESTRING (4.4920694 51.8912597, 4.49208 51.8912346, 4.4921014 51.8911961)",,,,,,,4804266746,4804266747,0,False,
Sliedrechtstraat,"[7516865, 7516866]",residential,False,72.10499999999999,,"LINESTRING (4.4591216 51.8729174, 4.4592089 51.8732342, 4.4597284 51.87317)",,,,,,,44174079,44175328,0,False,
Schiekade,314449719,secondary,True,69.825,,"LINESTRING (4.4741847 51.9279047, 4.4749242 51.927473)",50,2,S112,,,,44436226,396006381,0,False,
Proveniersstraat,"[466091066, 7525909]",residential,True,134.39600000000002,,"LINESTRING (4.4741847 51.9279047, 4.4741106 51.9278732, 4.4728143 51.9271543, 4.4727232 51.9271001)",30,1,,,,,44436226,44432585,0,False,
Schiekade,7525912,residential,False,20.941000000000003,,"LINESTRING (4.4741847 51.9279047, 4.4742839 51.9279515, 4.4743235 51.9279701, 4.4744273 51.9280191)",,1,,,,,44436226,44436709,0,False,
Stroveer,7522848,residential,False,26.782,,"LINESTRING (4.4824 51.9278, 4.4821934 51.9275956)",30,,,,,,44436227,44435030,0,False,
Vriendenlaan,7522849,residential,False,123.661,,"LINESTRING (4.4824 51.9278, 4.4838187 51.9271134)",30,,,,,,44436227,44432596,0,False,
Vriendenlaan,7523051,residential,False,19.42,,"LINESTRING (4.4824 51.9278, 4.4821791 51.9279093)",30,,,,,,44436227,44436722,0,False,
Stavenissestraat,7516844,residential,False,63.438,,"LINESTRING (4.4626237 51.8728433, 4.4628019 51.8734031)",,,,,,,44174084,44176191,0,False,
Sliedrechtstraat,7516866,residential,False,78.61500000000001,,"LINESTRING (4.4626237 51.8728433, 4.4627557 51.8728275, 4.4631809 51.8727797, 4.46375 51.8727157)",,,,,,,44174084,44173649,0,False,
Sliedrechtstraat,7516866,residential,False,80.37700000000001,,"LINESTRING (4.4626237 51.8728433, 4.4625158 51.8728547, 4.4620365 51.8729085, 4.4614716 51.8729719)",,,,,,,44174084,44174502,0,False,
Stavenissestraat,"[7517040, 518812382]",residential,False,143.216,,"LINESTRING (4.4626237 51.8728433, 4.4624313 51.8722142, 4.4623994 51.8720812, 4.4622461 51.8715767)",,,,,,,44174084,44168224,0,False,
Leeuwenhagen,25776356,residential,False,45.581,,"LINESTRING (4.5606587 51.8863953, 4.5604984 51.8867931)",,,,,,,4447079173,44243272,0,False,
Vlashagen,447623416,residential,False,42.008,,"LINESTRING (4.5606587 51.8863953, 4.5612511 51.8864903)",,,,,,,4447079173,4447079174,0,False,
Leeuwenhagen,25776356,residential,False,70.236,,"LINESTRING (4.5606587 51.8863953, 4.5607458 51.8861271, 4.5608673 51.8858441, 4.5608936 51.8857808)",,,,,,,4447079173,280992682,0,False,
Vlashagen,447623416,residential,False,42.008,,"LINESTRING (4.5612511 51.8864903, 4.5606587 51.8863953)",,,,,,,4447079174,4447079173,0,False,
Vlashagen,614297494,residential,False,49.153,,"LINESTRING (4.5612511 51.8864903, 4.5614333 51.8860628)",,,,,,,4447079174,3256567838,0,False,
Vlashagen,614297494,residential,False,65.602,,"LINESTRING (4.5612511 51.8864903, 4.5610255 51.8870636)",,,,,,,4447079174,5811015944,0,False,
"['Maria van Reigersberchstraat', 'Goudseweg']","[7523048, 7523052]",residential,False,121.366,,"LINESTRING (4.491349 51.9278047, 4.4905828 51.9277508, 4.4905318 51.9277693, 4.4905039 51.9278048, 4.4903591 51.9281108, 4.4902916 51.9282582, 4.4902594 51.9283233)",30,,,,,,44436231,44438811,0,True,
Generaal van der Heijdenstraat,7523053,residential,False,78.769,,"LINESTRING (4.491349 51.9278047, 4.4915141 51.9276526, 4.4916158 51.927131)",,,,,,,44436231,44432602,0,False,
Weteringstraat,"[7521448, 7521582, 7521487]",residential,False,124.50399999999998,,"LINESTRING (4.5019283 51.9278946, 4.501845 51.9279769, 4.5016 51.9282, 4.5015772 51.9283967, 4.5015648 51.9285587, 4.5016728 51.9288179, 4.501666 51.9288892, 4.501662 51.9289308, 4.5016608 51.9289439)",,,,,,,44436232,44441725,0,False,
Weteringstraat,7521452,residential,False,66.824,,"LINESTRING (4.5019283 51.9278946, 4.5021909 51.9279399, 4.5028029 51.927728)",,,,,,,44436232,44435643,0,False,
Frits Ruysstraat,"[7521454, 7521566]",residential,False,182.818,,"LINESTRING (4.5019283 51.9278946, 4.5018989 51.927012, 4.5018624 51.9266134, 4.5018635 51.9262513)",,,,,,,44436232,44429056,0,False,
Kreileroord,7326239,residential,False,62.885,,"LINESTRING (4.550623 51.8830696, 4.5501861 51.8835667)",30,,,,,,44223239,44225971,0,False,
Reyerdijk,60985713,tertiary,False,46.386,,"LINESTRING (4.550623 51.8830696, 4.5512263 51.8832576)",50,,,,,,44223239,44224371,0,False,
Reyerdijk,60985713,tertiary,False,283.768,,"LINESTRING (4.550623 51.8830696, 4.5489942 51.882562, 4.5483114 51.8823477, 4.5469301 51.8819223)",50,,,,,,44223239,898862787,0,False,
Ooltgensplaatweg,7515788,unclassified,False,41.663,,"LINESTRING (4.4762723 51.8727701, 4.4758141 51.8728172, 4.4758427 51.8729033)",,,,,,,44174090,44174914,0,False,
Ooltgensplaatweg,7515848,residential,False,60.847,,"LINESTRING (4.4762723 51.8727701, 4.4761745 51.872484, 4.4761016 51.8722332)",,,,,,,44174090,44171483,0,False,
Ooltgensplaatweg,7515848,residential,False,133.051,,"LINESTRING (4.4762723 51.8727701, 4.476514 51.8736149, 4.4765582 51.8738754, 4.4765659 51.873952)",,,,,,,44174090,678549445,0,False,
Nieuwenoord,7325542,residential,False,31.717,,"LINESTRING (4.5568008 51.8831048, 4.557254 51.8830491)",30,,,,,,44223243,44222735,0,False,
Nieuwenoord,7325542,residential,False,86.675,,"LINESTRING (4.5568008 51.8831048, 4.5565922 51.8831369, 4.556555 51.8831423, 4.5558994 51.883237, 4.5558151 51.8832481, 4.5555729 51.8832866)",30,,,,,,44223243,44224379,0,False,
Frankenoord,"[7326200, 60985623, 7325647]",residential,False,297.345,,"LINESTRING (4.5568008 51.8831048, 4.5568652 51.8832949, 4.5567124 51.8834898, 4.5564842 51.8837808, 4.5564476 51.8838253, 4.5563121 51.8839899, 4.5562763 51.8840334, 4.5555584 51.8849007, 4.5552214 51.8849502, 4.5545354 51.8847486)",30,,,,,,44223243,44232126,0,False,
Luntershoek,7512952,residential,False,13.593,,"LINESTRING (4.4887995 51.8726985, 4.4887941 51.8725763)",30,,,,,,44174092,44173153,0,False,
Beumershoek,7512979,residential,False,82.041,,"LINESTRING (4.4887995 51.8726985, 4.4876047 51.8727121)",30,,,,,,44174092,44173661,0,False,
Luntershoek,7512952,residential,False,73.103,,"LINESTRING (4.4887995 51.8726985, 4.4888094 51.8732963, 4.4888097 51.8733559)",30,,,,,,44174092,44176716,0,False,
Streefkerkstraat,7518979,residential,False,56.874,,"LINESTRING (4.422457 51.8923435, 4.422856 51.8918952)",,,,,,,44272396,44270022,0,False,
Alcorplein,7518673,residential,False,53.438,,"LINESTRING (4.422457 51.8923435, 4.4222907 51.8925554, 4.4222777 51.8925903, 4.4222252 51.8927971)",,,,,,,44272396,44274722,0,False,
Neptunusstraat,7518784,residential,False,71.102,,"LINESTRING (4.422457 51.8923435, 4.4221118 51.8922328, 4.4220729 51.8922134, 4.4219269 51.8921089, 4.4218808 51.8920835, 4.4216 51.892)",,,,,,,44272396,44270494,0,False,
Bloemkwekersstraat,7515118,residential,True,197.566,,"LINESTRING (4.4684587 51.9160276, 4.4684477 51.9160478, 4.4684598 51.9170891, 4.4684947 51.9178029)",30,,,,,,6486723351,44388873,0,False,
Nieuwe Binnenweg,691296690,residential,False,84.81,,"LINESTRING (4.4684587 51.9160276, 4.4684731 51.916031, 4.4690343 51.9161571, 4.4696204 51.9162889)",50,,,,,,6486723351,6486723352,0,False,
Nieuwe Binnenweg,691296690,residential,False,87.334,,"LINESTRING (4.4684587 51.9160276, 4.4678994 51.915897, 4.4674124 51.9157841, 4.4672673 51.9157504)",50,,,,,,6486723351,6486723355,0,False,
Voltairestraat,7329791,residential,False,84.23899999999999,,"LINESTRING (4.5204151 51.8728072, 4.5203554 51.8727431, 4.5198036 51.8721504)",30,,,,,,44174104,44171502,0,False,
Molièreweg,7329816,residential,False,117.00200000000001,,"LINESTRING (4.5204151 51.8728072, 4.5202398 51.8728711, 4.5201002 51.8729181, 4.5200739 51.8730448, 4.5200396 51.8733546, 4.5200214 51.8734723, 4.5196467 51.8736151)",30,,,,,,44174104,44178101,0,False,
Molièreweg,7329816,residential,False,52.022,,"LINESTRING (4.5204151 51.8728072, 4.520624 51.8727297, 4.5210667 51.8725684)",30,,,,,,44174104,44173164,0,False,
Gouvernestraat,45266143,residential,True,207.78300000000002,,"LINESTRING (4.4696204 51.9162889, 4.4696159 51.9163074, 4.4694281 51.9181537)",,,,,,,6486723352,44389841,0,False,
Nieuwe Binnenweg,691296690,residential,False,145.447,,"LINESTRING (4.4696204 51.9162889, 4.4701299 51.9164107, 4.470959 51.9166004, 4.4716059 51.9167483)",50,,,,,,6486723352,6486723378,0,False,
Nieuwe Binnenweg,691296690,residential,False,84.81000000000002,,"LINESTRING (4.4696204 51.9162889, 4.4690343 51.9161571, 4.4684731 51.916031, 4.4684587 51.9160276)",50,,,,,,6486723352,6486723351,0,False,
Nieuwe Binnenweg,691296690,residential,False,87.334,,"LINESTRING (4.4672673 51.9157504, 4.4674124 51.9157841, 4.4678994 51.915897, 4.4684587 51.9160276)",50,,,,,,6486723355,6486723351,0,False,
Nieuwe Binnenweg,691296690,residential,False,49.464,,"LINESTRING (4.4672673 51.9157504, 4.4670309 51.9156953, 4.4667376 51.9156266, 4.4665981 51.9155853)",50,,,,,,6486723355,6486723358,0,False,
Lorcastraat,133093135,residential,False,85.815,,"LINESTRING (4.5279715 51.8727718, 4.5282506 51.87306, 4.5283922 51.8732062, 4.5284303 51.8732465, 4.5286096 51.8734354)",30,,,,,,44174108,44177193,0,False,
Josephstraat,7515387,residential,True,139.272,,"LINESTRING (4.4665981 51.9155853, 4.4665942 51.9155977, 4.466741 51.9162041, 4.4668961 51.9168235)",30,,,,,,6486723358,44383518,0,False,
Nieuwe Binnenweg,691296690,residential,False,49.464,,"LINESTRING (4.4665981 51.9155853, 4.4667376 51.9156266, 4.4670309 51.9156953, 4.4672673 51.9157504)",50,,,,,,6486723358,6486723355,0,False,
Nieuwe Binnenweg,691296690,residential,False,16.801000000000002,,"LINESTRING (4.4665981 51.9155853, 4.4665254 51.9155536, 4.4664166 51.9154847)",50,,,,,,6486723358,6486723360,0,False,
Maastunnelplein,83647806,primary,True,34.413,,"LINESTRING (4.4752141 51.8928497, 4.4749787 51.8926689, 4.4749001 51.8926084)",50,3,S102,,,,5998594847,745766070,0,False,
Maastunnelplein,636059852,primary_link,True,59.416,,"LINESTRING (4.4752141 51.8928497, 4.4751133 51.8926743, 4.475089 51.8925805, 4.4750903 51.8924613, 4.4751077 51.8923277)",50,1,,,,,5998594847,745765622,0,False,
Nieuwe Binnenweg,691296690,residential,False,16.801000000000002,,"LINESTRING (4.4664166 51.9154847, 4.4665254 51.9155536, 4.4665981 51.9155853)",50,,,,,,6486723360,6486723358,0,False,
Nieuwe Binnenweg,"[691296690, 702556404, 691296367]",residential,False,88.39699999999999,,"LINESTRING (4.4664166 51.9154847, 4.4662924 51.9153898, 4.4662066 51.9153165, 4.4661302 51.9152298, 4.4660726 51.915158, 4.4660066 51.9150291, 4.4659516 51.9149148, 4.4659339 51.914868, 4.4658903 51.9147703)",50,,,,,,6486723360,6486683953,0,False,
Vaanweg,550086490,trunk_link,True,67.298,,"LINESTRING (4.5001356 51.8812723, 4.5003968 51.8810157, 4.5004641 51.8809654, 4.5005098 51.8809244, 4.5005703 51.8808763, 4.5007085 51.8807832)",50,2,,,,,6634392353,44212015,0,False,
Vaanweg,706077759,trunk,True,67.64200000000001,,"LINESTRING (4.5001356 51.8812723, 4.5004675 51.8810617, 4.5005411 51.8810063, 4.5005938 51.8809657, 4.5006567 51.8809197, 4.5007901 51.8808183)",50,3,S103,,,,6634392353,6634392356,0,False,
Spankerstraat,7327371,residential,False,96.52000000000001,,"LINESTRING (4.5532535 51.9032052, 4.5526277 51.9033982, 4.5525796 51.9034007, 4.5524526 51.903385, 4.5524071 51.903357, 4.5522 51.9031)",,,,,,,44321570,44320834,0,False,
Starstraat,7327384,residential,False,96.892,,"LINESTRING (4.5532535 51.9032052, 4.5534821 51.90347, 4.5535423 51.9034898, 4.5536439 51.9035046, 4.5537201 51.9034956, 4.5543272 51.9033124)",,,,,,,44321570,44321902,0,False,
Starstraat,7327384,residential,False,119.02900000000001,,"LINESTRING (4.5532535 51.9032052, 4.5525836 51.9023554, 4.5525395 51.9022894, 4.5525279 51.9022358)",,,,,,,44321570,44317330,0,False,
Cleyburchstraat,7526557,residential,True,108.481,,"LINESTRING (4.4558718 51.9338193, 4.4572747 51.9342705)",30,,,,,,44469027,44471342,0,False,
Cleyburchstraat,7526501,residential,False,55.691,,"LINESTRING (4.4558718 51.9338193, 4.4556074 51.9337386, 4.4552518 51.9336181, 4.4551603 51.9335788)",30,,,,,,44469027,44467744,0,False,
Statenweg,"[7526513, 725090410]",residential,True,82.36900000000001,,"LINESTRING (4.4558718 51.9338193, 4.4554275 51.9343424, 4.4553709 51.934411, 4.4553135 51.9344752)",30,,,,,,44469027,837687806,0,False,
Sourystraat,7526500,residential,False,107.332,,"LINESTRING (4.4576415 51.9338074, 4.4562516 51.9333632)",30,,,,,,44469028,44466502,0,False,
Nobelstraat,144531253,residential,False,57.307,,"LINESTRING (4.4576415 51.9338074, 4.4572747 51.9342705)",30,,,,,,44469028,44471342,0,False,
Sourystraat,7526457,residential,False,68.66,,"LINESTRING (4.4576415 51.9338074, 4.4583918 51.9340306, 4.4585412 51.9340785)",30,,,,,,44469028,44470783,0,False,
Nobelstraat,144531253,residential,False,58.534,,"LINESTRING (4.4576415 51.9338074, 4.457897 51.9335243, 4.4580472 51.9333443)",30,,,,,,44469028,44465856,0,False,
Oldegaarde,64223630,secondary,True,6.827,,"LINESTRING (4.5007901 51.8808183, 4.5007085 51.8807832)",50,1,S124,,,,6634392356,44212015,0,False,
Vaanweg,706077760,trunk,True,14.606,,"LINESTRING (4.5007901 51.8808183, 4.5009126 51.8807109)",50,3,S103,,,,6634392356,726798920,0,False,
Abraham Kuyperlaan,7526461,residential,False,55.763,,"LINESTRING (4.4614187 51.9338302, 4.4621397 51.9340623)",30,,,,,,44469030,44470172,0,False,
Noorderhavenkade,"[7526564, 7526567]",residential,True,199.29000000000002,,"LINESTRING (4.4614187 51.9338302, 4.460625 51.9346996, 4.4600237 51.9354024)",30,,,,,,44469030,44478209,0,False,
Willem van Gelderstraat,274414300,tertiary,False,55.039,,"LINESTRING (4.547754 51.9006432, 4.5478594 51.9004027, 4.5479617 51.9001651)",50,,,,,,2791426854,2791422585,0,False,
