name,osmid,highway,oneway,length,bridge,geometry,maxspeed,lanes,ref,junction,tunnel,access,u,v,key,list?,detid
Keucheniusstraat,7526369,residential,True,89.78899999999999,,"LINESTRING (4.4633918 51.9374377, 4.4634198 51.9374061, 4.4634521 51.9373693, 4.463953 51.9367883, 4.4640069 51.9367248)",30,,,,,,1434991604,44485188,0,False,
Pleinweg,326354218,residential,False,142.117,,"LINESTRING (4.4775033 51.8915314, 4.4755481 51.8919527)",,,,,,,44268533,44270508,0,False,
Wolphaertsbocht,397766227,residential,True,18.78,,"LINESTRING (4.4789709 51.8915238, 4.4791829 51.8916306)",50,1,,,,,44268534,44269104,0,False,
Pleinweg,199833185,primary,True,13.448,,"LINESTRING (4.4789709 51.8915238, 4.4790903 51.8914963, 4.4791568 51.8914861)",50,,S103,,,,44268534,791138527,0,False,
Mathenesserlaan,"[691283873, 66164446, 691283871]",residential,True,132.111,,"LINESTRING (4.4654762 51.9148262, 4.4654665 51.9148454, 4.4653873 51.914952, 4.4649299 51.9150161, 4.4644206 51.9150444, 4.4638742 51.9150358, 4.463789 51.9149405)",30,,,,,,6486555637,6318429103,0,False,
Mathenesserlaan,691283872,tertiary,False,109.43,,"LINESTRING (4.4654762 51.9148262, 4.4652346 51.9148644, 4.465077 51.91489, 4.4648313 51.9149209, 4.464654 51.9149354, 4.4643361 51.9149418, 4.4641965 51.9149406, 4.4639022 51.9149224)",50,2,,,,,6486555637,621460317,0,False,
Mathenesserlaan,691283872,tertiary,False,29.079,,"LINESTRING (4.4654762 51.9148262, 4.4655831 51.9148114, 4.4656744 51.9147987, 4.4657419 51.9147901, 4.4658709 51.9147738, 4.4658903 51.9147703)",50,2,,,,,6486555637,6486683953,0,False,
Chopinstraat,7324554,residential,False,34.059,,"LINESTRING (4.5578856 51.916953, 4.5579093 51.9167774, 4.5580967 51.9167177)",,,,,,,5855853561,44383163,0,False,
Hertekade,"[324552146, 161789357]",residential,False,163.51999999999998,,"LINESTRING (4.4895004 51.9165828, 4.4895204 51.9165972, 4.4908199 51.9174657, 4.4911634 51.9176327)",,2,,,building_passage,,5914442746,1737484867,0,False,
Vier Heemskinderenstraat,7327341,residential,False,64.568,,"LINESTRING (4.5534343 51.8985111, 4.5529818 51.8985676, 4.5525973 51.8986121, 4.5525107 51.8986223)",,,,,,,44301305,44301789,0,False,
Brandaanstraat,7327441,residential,False,52.881,,"LINESTRING (4.5534343 51.8985111, 4.5534897 51.8986815, 4.5535816 51.8989779)",,,,,,,44301305,44303673,0,False,
Brandaanstraat,7327441,residential,False,45.498999999999995,,"LINESTRING (4.5534343 51.8985111, 4.5533869 51.8983254, 4.5533199 51.8981081)",,,,,,,44301305,44299428,0,False,
Moerkerkestraat,7514412,residential,True,136.3,,"LINESTRING (4.4907569 51.8915415, 4.4914583 51.8926883)",30,,,,,,44268539,44274232,0,False,
Rijsoordstraat,7514271,residential,True,95.391,,"LINESTRING (4.4907569 51.8915415, 4.4919639 51.8912766, 4.4920694 51.8912597)",,,,,,,44268539,4804266746,0,False,
Resedastraat,7513255,residential,False,45.28,,"LINESTRING (4.4967273 51.8915456, 4.496223 51.8918082)",30,,,,,,44268542,44269591,0,False,
Resedastraat,7513255,residential,False,31.926,,"LINESTRING (4.4967273 51.8915456, 4.4970792 51.8913578)",30,,,,,,44268542,587914121,0,False,
Oostendam,7513225,residential,False,50.603,,"LINESTRING (4.5006679 51.8915591, 4.5001704 51.891895)",30,,,,,,44268543,44270041,0,False,
Oostendamstraat,699079616,residential,True,24.41,,"LINESTRING (4.5006679 51.8915591, 4.5005995 51.8915209, 4.500402 51.8914133)",30,,,,,,44268543,44268090,0,False,
Dortsmondstraat,7329015,residential,False,16.386,,"LINESTRING (4.5051285 51.8915675, 4.5053061 51.891666)",30,,,,,,44268544,44269112,0,False,
Dortsmondstraat,7329015,residential,False,49.559000000000005,,"LINESTRING (4.5051285 51.8915675, 4.504631 51.891289, 4.5046039 51.8912627)",30,,,,,,44268544,44267005,0,False,
Heerjansweg,7513262,residential,True,100.64600000000002,,"LINESTRING (4.5051285 51.8915675, 4.5057444 51.89115, 4.5060117 51.8909688, 4.5060399 51.8909629, 4.5060635 51.8909629, 4.5061008 51.8909729, 4.5061554 51.8909892)",30,,,,,,44268544,44265351,0,False,
Groene Hilledijk,7329029,tertiary,True,117.41,,"LINESTRING (4.5085638 51.8916306, 4.5083788 51.8912076, 4.5081179 51.8906112)",50,,,,,,44268546,44263669,0,False,
,130206134,secondary,True,11.890999999999998,,"LINESTRING (4.4702559 51.9391444, 4.4702989 51.9391409, 4.4703421 51.9391429, 4.4703839 51.9391501, 4.4704224 51.9391624)",50,1,,roundabout,,,1434991619,1434991648,0,False,
Rodenrijsestraat,"[725371165, 130206158]",tertiary,True,33.777,,"LINESTRING (4.4702559 51.9391444, 4.4702856 51.939118, 4.470306 51.9390802, 4.4703119 51.939067, 4.4703257 51.9390326, 4.4703694 51.9389239, 4.4703867 51.9388801, 4.4704195 51.9388644)",,1,,,,,1434991619,1445365096,0,False,
Randweg,7329028,tertiary,True,119.653,,"LINESTRING (4.5124332 51.8916124, 4.5135628 51.8907927)",50,,,,,,44268547,44264202,0,False,
Randstraat,7329163,residential,False,40.794,,"LINESTRING (4.5124332 51.8916124, 4.5119759 51.891378)",,,,,,,44268547,44267549,0,False,
Zeeuwsestraat,7329160,residential,False,46.565,,"LINESTRING (4.5140533 51.8915627, 4.513536 51.8912917)",,,,,,,44268550,44267552,0,False,
Overijselsestraat,7329159,residential,True,89.59700000000001,,"LINESTRING (4.5140533 51.8915627, 4.514579 51.8911853, 4.5150725 51.8912317)",,,,,,,44268550,44267011,0,False,
Jufferstraat,7514037,residential,False,41.737,,"LINESTRING (4.4867859 51.9163534, 4.4870002 51.9160021)",30,1,,,,,5914442763,44379815,0,False,
Wijnhaven,7523191,residential,False,4.548,,"LINESTRING (4.4877211 51.9178951, 4.4877837 51.9179086)",,2,,,,,5914442766,44389332,0,False,
Wijnhaven,626482538,residential,False,94.587,,"LINESTRING (4.486413 51.9176153, 4.4850994 51.9173562)",,2,,,,,5914442767,44386449,0,False,
Dordtsestraatweg,7512311,tertiary,True,16.046,,"LINESTRING (4.5040785 51.8823392, 4.5042629 51.8824279)",50,,,,,,44219408,44219936,0,False,
Dordtsestraatweg,"[168860347, 7330660]",tertiary,True,100.812,,"LINESTRING (4.5040785 51.8823392, 4.5041616 51.8822803, 4.5043633 51.8821228, 4.5049941 51.8816304)",50,,,,,,44219408,44216073,0,False,
Stadionlaan,7326558,residential,False,30.763,,"LINESTRING (4.5312902 51.8915431, 4.5310768 51.8917864)",,,,,,,44268560,44269611,0,False,
Stadionlaan,7326558,residential,False,28.914,,"LINESTRING (4.5312902 51.8915431, 4.5314849 51.8913125)",,,,,,,44268560,44267569,0,False,
Floretstraat,7328169,residential,False,146.513,,"LINESTRING (4.5312902 51.8915431, 4.5327933 51.8920441, 4.5326549 51.8922932)",,,,,,,44268560,44272109,0,False,
Oldegaarde,64223642,secondary,True,6.733,,"LINESTRING (4.4830642 51.8770943, 4.4829673 51.8771037)",50,1,S124,,,,1043086355,1043086382,0,False,
Sint-Mariastraat,7525679,residential,True,92.876,,"LINESTRING (4.468326 51.9194372, 4.4683704 51.920272)",30,,,,,,44394945,44398678,0,False,
Dirk Danestraat,7517498,residential,True,70.623,,"LINESTRING (4.4345981 51.9135136, 4.4345524 51.913588, 4.4342231 51.9140512, 4.4341907 51.9140968)",30,,,,,,44366869,44369974,0,False,
Mathenesserweg,47293800,tertiary,False,145.312,,"LINESTRING (4.4345981 51.9135136, 4.4347265 51.9135525, 4.4363717 51.9140261, 4.4365169 51.9140675)",,,,,,,44366869,44369976,0,False,
Mathenesserweg,47431558,tertiary,True,77.75399999999999,,"LINESTRING (4.4345981 51.9135136, 4.4339731 51.9133417, 4.4338107 51.9132763, 4.4337073 51.9132347, 4.4335933 51.9131938)",50,,,,,,44366869,44364912,0,False,
,130206134,secondary,True,10.65,,"LINESTRING (4.4704224 51.9391624, 4.4704528 51.9391773, 4.4704784 51.9391953, 4.4704983 51.9392159, 4.4705119 51.9392383)",50,1,,roundabout,,,1434991648,1434991682,0,False,
Cornelis van Rijstraat,7327420,residential,False,47.876,,"LINESTRING (4.5483053 51.8916177, 4.5489912 51.891539)",30,,,,,,44268576,44268577,0,False,
Koninginneweg,7327358,residential,False,18.133,,"LINESTRING (4.5489912 51.891539, 4.548941 51.8913789)",30,,,,,,44268577,44267578,0,False,
Cornelis van Rijstraat,7327420,residential,False,47.876,,"LINESTRING (4.5489912 51.891539, 4.5483053 51.8916177)",30,,,,,,44268577,44268576,0,False,
Koninginneweg,7327358,residential,False,51.809000000000005,,"LINESTRING (4.5489912 51.891539, 4.5490053 51.8915881, 4.5491324 51.8919967)",30,,,,,,44268577,44270547,0,False,
Oosterse tuin,7324721,residential,False,32.61,,"LINESTRING (4.5576571 51.8916463, 4.5575464 51.8919315)",,,,,,,44268578,44270067,0,False,
Oosterse tuin,7324721,residential,False,50.631,,"LINESTRING (4.5576571 51.8916463, 4.5578221 51.8912025)",,,,,,,44268578,44266492,0,False,
Hollands tuin,7324722,residential,False,80.483,,"LINESTRING (4.5576571 51.8916463, 4.5580408 51.8917059, 4.5581349 51.8916761, 4.5582639 51.89133, 4.5582839 51.8912721)",,,,,,,44268578,44267036,0,False,
Baan,7514184,residential,False,27.513,,"LINESTRING (4.4805384 51.9136118, 4.4805444 51.9138592)",,,,,,,44366884,44368487,0,False,
Baan,7514184,residential,False,69.731,,"LINESTRING (4.4805384 51.9136118, 4.4805408 51.9134553, 4.4805399 51.9130625, 4.4805397 51.9129847)",,,,,,,44366884,44363866,0,False,
Pierre Baylestraat,851767386,residential,False,63.394999999999996,,"LINESTRING (4.4805384 51.9136118, 4.4797345 51.913726, 4.4796377 51.9137397)",,,,,,,44366884,44367972,0,False,
Burgemeester Hoffmanplein,7513757,residential,True,65.418,,"LINESTRING (4.4954527 51.9136076, 4.4961639 51.9139996)",30,1,,,,,44366885,44369470,0,False,
Paul Krugerstraat,7513279,residential,False,108.625,,"LINESTRING (4.5027319 51.9022651, 4.502822 51.9023311, 4.5034332 51.9028504, 4.503586 51.9029697, 4.5036878 51.9030433)",50,,,,,,44317735,3479454465,0,False,
Paul Krugerstraat,7513279,residential,False,48.957,,"LINESTRING (4.5027319 51.9022651, 4.5026353 51.902209, 4.502287 51.9020237, 4.5021957 51.9019747)",50,,,,,,44317735,44316585,0,False,
De la Reystraat,7513281,residential,True,149.66,,"LINESTRING (4.5027319 51.9022651, 4.502823 51.9021972, 4.5030868 51.9020007, 4.5037947 51.9014498, 4.5039675 51.901315, 4.504039 51.9012508, 4.5040638 51.9012034)",,,,,,,44317735,44313618,0,False,
"['Hilledijk', 'Paul Krugerstraat']","[7513392, 340698545]",living_street,True,258.14799999999997,,"LINESTRING (4.5027319 51.9022651, 4.50282 51.9022703, 4.5028471 51.9022758, 4.5028768 51.9022849, 4.5029509 51.9023245, 4.5033105 51.9025699, 4.5036015 51.9027968, 4.5036206 51.9028105, 4.503633 51.9028161, 4.5036658 51.9028131, 4.5036987 51.9028076, 4.5038693 51.9027309, 4.5041814 51.902593, 4.5044539 51.9024825, 4.5047291 51.9023714, 4.5049593 51.9022628, 4.5050034 51.9022359, 4.5050837 51.9021812, 4.5051552 51.9021311, 4.5054871 51.9018468)",30,,,,,,44317735,44316198,0,True,
Nijverheidstraat,7328870,residential,False,78.841,,"LINESTRING (4.5080435 51.9135477, 4.5085126 51.9129004)",30,,,,,,44366889,44363419,0,False,
Nijverheidstraat,7328870,residential,False,66.351,,"LINESTRING (4.5080435 51.9135477, 4.5078732 51.9137672, 4.5076986 51.9140115, 4.5076697 51.91403, 4.5076392 51.9140411, 4.5076135 51.9140492, 4.5075798 51.9140524)",30,,,,,,44366889,44369479,0,False,
Dillenburgstraat,7328888,residential,False,109.90899999999999,,"LINESTRING (4.5080435 51.9135477, 4.5087647 51.9139818, 4.5091929 51.9142364)",30,,,,,,44366889,44370448,0,False,
Paul Krugerstraat,495294021,residential,False,5.358,,"LINESTRING (4.5021382 51.9019421, 4.5021957 51.9019747)",,,,,,,4809096234,44316585,0,False,
Paul Krugerstraat,495294021,residential,False,44.943999999999996,,"LINESTRING (4.5021382 51.9019421, 4.5020735 51.9019071, 4.5016454 51.9016758)",,,,,,,4809096234,3479454456,0,False,
Watertorenweg,7328598,residential,False,66.747,,"LINESTRING (4.5203528 51.9135722, 4.5207028 51.9141323)",30,,,,,,44366893,44370005,0,False,
Watertorenweg,7328649,residential,False,129.40699999999998,,"LINESTRING (4.5203528 51.9135722, 4.5198403 51.9136976, 4.5198244 51.9137132, 4.5198676 51.9137754, 4.5201899 51.9143008, 4.5202165 51.9143445, 4.5202228 51.9143827, 4.5201849 51.9144116, 4.5201062 51.9144343)",30,,,,,,44366893,44371481,0,False,
Watertorenweg,7328675,residential,False,45.018,,"LINESTRING (4.5203528 51.9135722, 4.5202846 51.9134589, 4.5201986 51.9133171, 4.5201852 51.9132951, 4.5201664 51.9132426, 4.5201602 51.9131874)",30,,,,,,44366893,44364929,0,False,
Meyenhage,89981232,residential,True,11.124,,"LINESTRING (4.4829673 51.8771037, 4.482939 51.8770052)",50,,,,,,1043086382,1043086398,0,False,
Oldegaarde,64223642,secondary,True,199.618,,"LINESTRING (4.4829673 51.8771037, 4.4828288 51.8771158, 4.4807376 51.877335, 4.480101 51.8774061)",50,1,S124,,,,1043086382,726798482,0,False,
Drakenstein,7512854,residential,False,61.187,,"LINESTRING (4.484593 51.8756784, 4.4837284 51.8755447)",30,,,,,,44186673,44186309,0,False,
Drakenstein,7512856,residential,False,33.937,,"LINESTRING (4.484593 51.8756784, 4.4850873 51.8756736)",30,,,,,,44186673,44186675,0,False,
"['Almstein', 'Oldegaarde']","[7513013, 7513015]",residential,False,179.958,,"LINESTRING (4.484593 51.8756784, 4.4844696 51.8760957, 4.4844801 51.8763325, 4.4845005 51.8767916, 4.4853063 51.8767677)",30,,,,,,44186673,44191661,0,True,
,130206134,secondary,True,11.898,,"LINESTRING (4.4701199 51.9392064, 4.4701455 51.9391848, 4.4701776 51.9391668, 4.4702149 51.9391531, 4.4702559 51.9391444)",50,1,,roundabout,,,1434991666,1434991619,0,False,
Drakenstein,7512856,residential,False,18.978,,"LINESTRING (4.4850873 51.8756736, 4.4853637 51.8756702)",30,,,,,,44186675,44186678,0,False,
Drakenstein,7512856,residential,False,33.937,,"LINESTRING (4.4850873 51.8756736, 4.484593 51.8756784)",30,,,,,,44186675,44186673,0,False,
Berkenstein,7512855,residential,False,86.13000000000001,,"LINESTRING (4.4850873 51.8756736, 4.4850743 51.8752025, 4.4850825 51.8749677, 4.4851 51.8749)",30,,,,,,44186675,44183580,0,False,
Giessenweg,"[315891104, 7532196]",tertiary,True,244.751,,"LINESTRING (4.4210549 51.923841, 4.4210962 51.9238791, 4.4211549 51.9239046, 4.4237492 51.9249613, 4.4238387 51.9250026, 4.423928 51.9250589, 4.4239703 51.9250967)",,,,,,,44416050,44423840,0,False,
Schuttevaerweg,7532200,tertiary,False,92.836,,"LINESTRING (4.4210549 51.923841, 4.4210575 51.9237982, 4.4211502 51.9236907, 4.4217401 51.9231277)",,,,,,,44416050,44412889,0,False,
Drakenstein,7512856,residential,False,32.553,,"LINESTRING (4.4853637 51.8756702, 4.4858379 51.8756689)",30,,,,,,44186678,44186541,0,False,
Drakenstein,7512856,residential,False,18.978,,"LINESTRING (4.4853637 51.8756702, 4.4850873 51.8756736)",30,,,,,,44186678,44186675,0,False,
Angerestein,7513014,residential,False,122.93,,"LINESTRING (4.4853637 51.8756702, 4.4853741 51.8762944, 4.4852954 51.8764392, 4.4853063 51.8767677)",30,,,,,,44186678,44191661,0,False,
Drakenstein,7512856,residential,False,33.439,,"LINESTRING (4.4861182 51.8756699, 4.4866051 51.8756611)",30,,,,,,44186679,44186681,0,False,
Drakenstein,7512856,residential,False,19.242,,"LINESTRING (4.4861182 51.8756699, 4.4858379 51.8756689)",30,,,,,,44186679,44186541,0,False,
Arkestein,7513007,residential,False,15.734,,"LINESTRING (4.4861182 51.8756699, 4.4861181 51.8758114)",30,,,,,,44186679,44187097,0,False,
Drakenstein,7512856,residential,False,33.439,,"LINESTRING (4.4866051 51.8756611, 4.4861182 51.8756699)",30,,,,,,44186681,44186679,0,False,
Grijpestein,7512990,residential,False,86.169,,"LINESTRING (4.4866051 51.8756611, 4.486593 51.8748862)",30,,,,,,44186681,44183586,0,False,
Drakenstein,7513009,residential,False,16.137,,"LINESTRING (4.4866051 51.8756611, 4.4866093 51.8758062)",30,,,,,,44186681,44187099,0,False,
Meyenhage,89981240,residential,True,11.247,,"LINESTRING (4.4830527 51.8769934, 4.4830642 51.8770943)",50,,,,,,1043086394,1043086355,0,False,
Oldegaarde,7511503,secondary,True,829.722,,"LINESTRING (4.4830527 51.8769934, 4.483219 51.8769762, 4.4845717 51.8769312, 4.4858814 51.8768826, 4.4870528 51.8768501, 4.487711 51.8768374, 4.4881847 51.8768551, 4.4887922 51.876882, 4.4893384 51.8769286, 4.4897296 51.8769759, 4.4901495 51.8770305, 4.4905745 51.8771068, 4.4912154 51.8772244, 4.4919585 51.8774065, 4.4922311 51.8774721, 4.4935348 51.877761, 4.4946273 51.8780055, 4.4948161 51.8780582)",50,,S124,,,,1043086394,44197972,0,False,
Koornwaardstraat,7531035,residential,False,143.502,,"LINESTRING (4.4409 51.9331653, 4.4407693 51.933408, 4.4407019 51.9335153, 4.4406283 51.9335959, 4.4402791 51.9339015, 4.4401274 51.934031, 4.4399577 51.9343054)",,,,,,,44465212,44471868,0,False,
Koornwaardstraat,7531035,residential,False,72.768,,"LINESTRING (4.4409 51.9331653, 4.4410422 51.9329424, 4.4410759 51.9329, 4.4412071 51.932786, 4.4414188 51.9325992)",,,,,,,44465212,44461740,0,False,
Koornwaard,7531074,residential,False,79.38499999999999,,"LINESTRING (4.4409 51.9331653, 4.4405031 51.9330882, 4.4402704 51.9330455, 4.440267 51.9329241, 4.4404431 51.9327728)",,,,,,,44465212,44462755,0,False,
Oldegaarde,7511503,secondary,True,7.915,,"LINESTRING (4.482939 51.8770052, 4.4830527 51.8769934)",50,,S124,,,,1043086398,1043086394,0,False,
Meyenhage,89981232,residential,True,40.065,,"LINESTRING (4.482939 51.8770052, 4.4829245 51.8768572, 4.482914 51.8767839, 4.4829376 51.8767091, 4.4829872 51.8766549)",50,,,,,,1043086398,1043086423,0,False,
,130206134,secondary,True,15.091,,"LINESTRING (4.4705119 51.9392383, 4.4705185 51.9392606, 4.4705188 51.9392832, 4.4705128 51.9393055, 4.4705008 51.9393268, 4.4704831 51.9393466, 4.4704601 51.9393643)",50,1,,roundabout,,,1434991682,1434991729,0,False,
Gordelweg,130206142,secondary,True,73.404,,"LINESTRING (4.4705119 51.9392383, 4.4705589 51.9392534, 4.470614 51.9392666, 4.4706412 51.9392726, 4.470691 51.9392838, 4.4707407 51.939295, 4.4710444 51.9393609, 4.4712887 51.9394123, 4.4715195 51.9394607)",50,1,,,,,1434991682,44498574,0,False,
,7327802,trunk_link,True,9.48,,"LINESTRING (4.5463155 51.9134592, 4.5464537 51.91346)",50,1,,,,,44366915,44366916,0,False,
Rivium Boulevard,7327793,tertiary,True,121.16,,"LINESTRING (4.5463155 51.9134592, 4.5462827 51.9130977, 4.5462769 51.9130178, 4.5462304 51.9124872, 4.5462305 51.912371)",50,1,,,,,44366915,44361367,0,False,
Vroesenlaan,7526354,living_street,False,60.035,,"LINESTRING (4.4560121 51.9302788, 4.4559602 51.9303419, 4.4556163 51.9307604)",15,,,,,,44448836,44451059,0,False,
Rivium Boulevard,"[7327776, 7327778, 7327781]",tertiary,True,147.767,yes,"LINESTRING (4.5464537 51.91346, 4.5465149 51.9138765, 4.5465399 51.9144224, 4.5465683 51.9147121, 4.5465779 51.9147862)",50,2,,,,,44366916,44373603,0,False,
,7327803,trunk_link,True,258.308,,"LINESTRING (4.5464537 51.91346, 4.5465874 51.9134633, 4.5469003 51.9135128, 4.5469726 51.9135242, 4.5472002 51.9135948, 4.547577 51.9137553, 4.5480998 51.9139977, 4.5485785 51.9142112, 4.5491096 51.914456, 4.5494261 51.9145913, 4.5495573 51.9147071)",50,1,,,,,44366916,44372586,0,False,
Keizerstraat,7522896,residential,False,23.398,,"LINESTRING (4.4839998 51.9193351, 4.4841102 51.919136)",30,2,,,,,44394955,44394052,0,False,
Keizerstraat,7522896,residential,False,53.349,,"LINESTRING (4.4839998 51.9193351, 4.4837231 51.9197835)",30,2,,,,,44394955,44396667,0,False,
Thomas Morelaan,7328638,unclassified,False,50.79900000000001,,"LINESTRING (4.5280438 51.9157766, 4.5282655 51.9157393, 4.5284698 51.9157148, 4.5287713 51.915698)",,,,,,,4075846727,44378364,0,False,
Sint-Jacobsplaats,7523140,residential,False,13.565,,"LINESTRING (4.4832799 51.9237717, 4.4833889 51.9238735)",,,,,,,44416073,44416536,0,False,
Sint-Jacobstraat,7523144,residential,False,75.436,,"LINESTRING (4.4832799 51.9237717, 4.4824426 51.9233317)",,,,,,,44416073,44413984,0,False,
Binnenrotte,7522990,residential,False,148.611,,"LINESTRING (4.4832799 51.9237717, 4.4825025 51.9242487, 4.4817437 51.9247144)",,,,,,,44416073,44421515,0,False,
Stadhoudersweg,435754744,primary,True,10.342,,"LINESTRING (4.4583513 51.9303148, 4.4582226 51.9302663)",50,2,S113,,,,44448841,4336525732,0,False,
Besemerstraat,7526540,residential,False,57.492,,"LINESTRING (4.4593445 51.9331717, 4.460098 51.9333986)",30,,,,,,44465228,44466506,0,False,
Bijlwerffstraat,7526481,residential,False,69.136,,"LINESTRING (4.4593445 51.9331717, 4.4591514 51.9331063, 4.4584579 51.9328755)",30,,,,,,44465228,44463283,0,False,
Sonmansstraat,7526487,residential,True,114.892,,"LINESTRING (4.4593445 51.9331717, 4.4589471 51.9336203, 4.4585412 51.9340785)",30,,,,,,44465228,44470783,0,False,
Halstraat,7523133,residential,False,29.564,,"LINESTRING (4.4873788 51.923693, 4.487526 51.9239429)",,,,,,,44416078,44416999,0,False,
Pannekoekstraat,7523127,residential,False,104.342,,"LINESTRING (4.4873788 51.923693, 4.4873384 51.9237031, 4.4867992 51.9238189, 4.4866417 51.9238563, 4.4859527 51.9240198)",30,,,,,,44416078,44417538,0,False,
